name,position,address,postalCode
ssumption Hall - Duquesne University,40.43530375971088; -79.98691185146917,Duquesne University,0
Grasso Roberto,40.4619437456131; -79.949586,4709 Liberty Ave,15224
Grape Stomp,40.42838; -79.895289,,0
Bedford Hill Apartments,40.44757976687211; -79.97917303847552,2129 Bedford Ave,15219
Mt. Lebanon Floral,40.38096340846565; -80.04304829348426,300 Washington Rd,1
rican Natural,40.43101039093625; -80.00110202495185,73 E Carson St,15219
Pennzoil,40.419749266161055; -79.92754667252147,3401 Beechwood Blvd,15217
llegheny Observatory,40.48254; -80.020759,159 Riverview Ave,15214
ria Fitness Center,40.444001; -80.000391,121 7th St,15222
The Penthouse,40.445612; -79.934923,5327C Beeler Street,15217
West End Circle,40.44397503607173; -80.02861976623535,West End; Rt 837,0
Schenley Park Golf Course,40.43818440053745; -79.9344990743008,Forbes Avenue and Schenley Drive,15217
Mad Mex,40.43809995367943; -79.95403786801441,370 Atwood St; at Bates St,15213
Bentley of Pittsburgh,40.40884359134196; -80.01734747852466,West Liberty; Pioneer Ave,15226
Giant Eagle Pharmacy,40.41159; -79.906876,waterfront,15120
ucky Dragon,40.4785460840853; -79.9555085725086,5100 Butler St,15201
Brackenridge Hall,40.442750262865935; -79.95562076568604,3990 5th Ave,15213
South Side Travelers Rest,40.429287; -79.993606,,15203
Foster Plaza Building 8,40.4215092589006; -80.0625680084407,730 Holiday Dr,15220
Forbes & Margaret Morrison Bus Stop,40.44263337685248; -79.93781612383482,,15213
West Mifflin Social Club,40.39199066162109; -79.87938690185547,4025 Irene St,15122
Schlounge,40.44193997238538; -79.94001400119834,,15213
Fifth Ave and S Highland Ave,40.45201846652027; -79.9240388891638,,0
Edgewood House,40.434324; -79.879198,,0
Ruth Gardens,40.4338686906672; -79.92338303656705,,15217
Barb's Country Kitchen,40.4744958463422; -79.95788943134691,4717 Butler St; at Umpire Way,15201
Plainview Avenue,40.40411035607338; -80.0163938678309,Plainview Ave.,15226
gelinas Pizza,40.39393714515151; -80.03297567367554,109 Brookline Blvd,15226
Brackenridge Laundry Room,40.44378378697051; -79.95512613002344,,15213
4 Troy Hill,40.46036379517424; -79.98607669541693,,15212
404 Willow,40.36712265014648; -80.01603698730469,,15234
The White Elephant,40.437768; -79.95648,337 McKee Pl,15213
USPS - Liberty Center,40.43317569529757; -79.92308790129694,1001 Liberty Ave,15222
Dee's Cafe,40.42846110585006; -79.97034058497215,Carson St,15203
North Side Carpet Cleaning Company,40.4571957; -79.9945941,1001 Constance St,15212
comfort inn lounge,40.40821075439453; -80.04436492919922,,15220
University Center,40.4395036148561; -80.00062445380998,410 Wood St,0
James Laughlin Music Center,40.44960495021776; -79.92580966665261,,15232
61c Cafe,40.43612691264818; -79.92281642541025,1839 Murray Ave; Bartlett St,15217
University Pharmacy,40.443909; -79.9559,,0
Forbes Avenue,40.4379489367028; -79.99203443527222,Forbes Ave; Armstrong Tunnel,0
Scoops on Beverly,40.38860580087204; -80.05005626472196,311 Beverly Rd,15216
Millvale Library,40.47808111932579; -79.97179906661593,213 Grant Ave,15209
West end tower,40.44235311873645; -80.0309807822341,17 Wabash St,15220
Edgebrook Veterinary Clinic,40.401935; -80.00045,t 51; edgebrook ave,15226
FedEx Office Print & Ship Center,40.4412476; -79.9571557,3710 Forbes Ave,15213
UPMC Shadyside South 2nd Floor,40.451803910350776; -79.94075054223494,,15232
Garfield's Nightmare,40.38650086748519; -79.86376280748692,Kennywood Park,15122
Pittsburgh Chinese Church Oakland,40.4476646694904; -79.95058586345756,134 N Dithridge St,15213
First Aid,40.44667594948543; -80.01570049161687,Heinz Field,0
Shop 'n Save,40.4296808348185; -80.00800188370945,125 Virginia Ave,15211
itchfield Towers,40.4427294693596; -79.95638629987116,3990 5th Ave,15213
Genesis Center,40.498173; -80.050399,139 N Fremont Ave,15202
berson Plaza,40.454117; -79.943117,5030 Centre Ave; Morewood Ave.,15213
lpha House,40.45434149055696; -79.92172698691422,435 Shady Ave; Pittsburgh; PA 15206,15206
Mine Factory,40.44884416001395; -79.89498538151184,201 N Braddock Ave,15208
lladin's Eatery,40.38181363045863; -80.04409708286752,630 Washington Rd,15228
Mo's Theater,40.457941; -79.951277,,15224
Co go's,40.39227791; -80.01742415,1001 Brookline Blvd,15226
PNC Bank - CMU,40.44268445018795; -79.94171226688562,5000 Forbes Ave,15213
Cold Stone Creamery,40.43794; -79.922789,5800 Forbes Ave;,15217
Key Bank,40.464664; -80.05949,chartiers avenue; furnace street,15136
Kennywood Parking Lot,40.38753166773877; -79.86846532868294,Kennywood Park,15122
Northside Catholic School,40.486026763916016; -80.0359878540039,,15212
Castle Place,40.36945220974855; -80.03470900474636,331 Mount Lebanon Blvd,15234
Hyland Hills Apartment Complex,40.418750131393736; -80.03384656050257,,1
WesBanco,40.49780455849468; -80.06069922842742,683 Lincoln Ave; S Starr Ave,15202
Shadyside Commons Gym,40.45309786943088; -79.94108111159689,401 Amberson Ave,15232
Towers Fitness Center,40.44227272790536; -79.95608769651258,3900-3960 Forbes Ave,15260
Geno Como Salon,40.388642; -80.049927,309 Beverly Rd,15216
East Ohio St. & Grant St.,40.4782389067009; -79.96967961709464,603-685 Allegheny Valley Expy,15209
IP Styles,40.43909693410127; -79.99931063596537,413 Smithfield St,15222
The Fabric Place,40.38026460219721; -80.04472473784197,,15228
CMMI Institute,40.438704; -80.006302,11 Stanwix St,15222
Zone 3 Police Station,40.4217284542941; -79.99288150513699,lington & Warrington Avenues,1
Sushi House,40.43282; -79.92308,2130 Murray Ave,15217
Homestead Fire Company,40.40663856221517; -79.9096453071936,212 E 9th Ave; Amity street,15120
Used Furniture Gallery,40.40039545699716; -79.99996973784162,,1
Bus Stop: Fort Pitt Blvd at Smithfield St,40.43759688930135; -80.00243792364004,Fort Pitt Blvd; Smithfield St,15222
St. Nicholas Greek Orthodox Cathedral,40.44489745116153; -79.94995119072443,419 S Dithridge St; at Forbes,15213
Federated Tower,40.44369552499813; -79.99393549308631,1001 Liberty Ave,15222
Burton Warehouse,40.45085144042969; -80.03047943115234,929 Beaver Ave,15233
Speedway,40.4191642696701; -79.9274652167954,4420 Browns Hill Rd; Hazelwood Rd,15217
The Exterminator,40.38916315963731; -79.86731816601994,4800 Kennywood Blvd,15122
The Garage,40.37718826166836; -80.0466850759649,,15228
Sunoco,40.40918646718973; -80.03198438120332,1721 Banksville Rd; Coast Ave,15216
North Shore Amphitheatre,40.445959; -80.007806,; North Shore,15212
Eleanor St.,40.418252; -79.972675,,15210
Unocal 76 Station,40.429854; -80.006232,,0
Pittsburgh Greyhound Bus Station,40.44459526590643; -79.99354334468048,55 11th St; btwn Penn & Liberty,15222
lleghany Avenue (Carnegie Science Center) Bus Stop,40.446175; -80.01736,lleghany Avenue; North Shore,15212
Post Office Mount Lebanon,40.37976278459181; -80.04541575908661,716 Washington Road,15216
Pittsburgh Social Exchange,40.44898055585276; -79.98590738759115,1627 Penn Ave,15222
UPMC Shadyside Cardiac Cath Lab,40.45415593759351; -79.93916501852799,,0
Dollar Tree,40.417483116605005; -79.98725091805285,1630 Arlington Avenue # 1,15210
Starbucks,40.45112847; -79.93492123,730 Copeland St; at Walnut St,15232
bo Subs,40.3809357862219; -80.04300265383854,632 Washington Rd,15228
Carnegie Volunteer Fire Dept Station 118,40.40496989811409; -80.09032941240875,201 W Main St; 2nd St,15106
Royal Garden Apartments,40.45268869668482; -79.92091288681912,6236 5th Ave,15232
Starbucks,40.439605; -79.9925,112 Washington Pl,15219
The Art Garden,40.45782104482901; -79.92193467802593,,0
iberty @ Grant,40.4440765201281; -79.99341123124618,,15222
Save-Mor Beer & Pop Warehouse Inc,40.41686; -79.92544,4516 Browns Hill Rd,15217
Community Care Behavorial Health,40.439719; -79.993035,1 Chatham Ctr; Suite 700,15219
First Niagra Bank,40.43078053333334; -80.00737130641937,,15211
ish Yard; LLC,40.37539; -79.98529,3290 Saw Mill Run Blvd,15227
Sheraton Fitness,40.43523572431351; -80.00683898371929,W. Carson St,15204
Margaret Morrison Carnegie Hall,40.44211352552334; -79.9415566089063,Carnegie Mellon University,15213
Target,40.4107545891889; -79.9106585250978,360 E Waterfront Dr; at Amity St,15120
Donner Ditch,40.442262; -79.940472,Donner House; at Carnegie Mellon University,15213
Tram's Kitchen,40.46554853306517; -79.95587983503796,4050 Penn Ave; Penn & Main,15224
Hollywood Theater,40.39611132343726; -80.03513434366481,1449 Potomac Ave,15216
Regency Court Apartments,40.452139620467605; -79.92390632629395,6005 5th Ave; S Highland Ave,15232
Station Square Parking Garage,40.43502551235191; -80.00823497772217,600 West Station Square Dr; at Carson St,15219
Peet's Coffee & Tea,40.460061590478645; -79.97126920906456,2911 Penn Ave,15201
Duquesne University - Rangos School Of Health Sciences,40.437065562943815; -79.99291973290232,732 Locust street; Mcanulty dr,15219
Pizza Palermo,40.45644824430517; -79.9365617199603,5440 Centre Ave,15232
Kasab's,40.43084877725516; -80.00715021650315,,15213
Crazy Mocha,40.443628; -79.94928,4400 Forbes Ave,15213
llegheny County Human Services Building,40.43690848123288; -80.00092408138532,1 Smithfield St,15222
Centre Plaza - University Of Pittsburgh,40.45410807336813; -79.9429916356112,5032 Centre Ave,15213
Park Place School,40.44531348331276; -79.89560864327221,309 S Braddock Ave,15221
Faison Elementary,40.45263245031536; -79.89364670442791,,0
Saint Anthony Chapel,40.46487116565722; -79.98365173895651,1704 Harpster St,15212
valon Exchange,40.43800040983877; -79.92067619719026,5858 Forbes Ave; at Shady Ave,15217
Green Front Inn,40.42836290025207; -79.97151228839857,2341 E Carson St,15203
Sto-Rox High School,40.4706136456706; -80.07383746494074,1105 Valley St,15136
Penn Aiken Dairy,40.464747; -79.93628898002487,Penn Ave; Aiken Ave,1
Craig Castle,40.45457724753207; -79.95367283330876,,15213
Physique Rx Pilates Studio,40.45198193686984; -80.01656311630217,910 1/3 Galveston Ave,15233
llegheny City Brewing Company,40.45428351047638; -80.00034575647264,507 Foreland St.,15606
Fine Wine & Good Spirits,40.40985162429364; -79.9118102748192,330 W. Bridge St.,15210
Scotts Pool,40.402655; -80.045707,,0
United States Post Office,40.43855122804101; -79.986191387628,,15219
The Waterfront (Pittsburgh; Downtown),40.440041; -80.000859,,15222
Patrick Bateman's,40.427419; -80.005848,,0
Franks Pizza & Chicken,40.461391; -79.98508665,1442 Lowrie St,15212
Panther Central,40.44276378001368; -79.95619577268147,3990 Fifth Ave (Towers Lobby); Thackeray Ave,15260
Mueller's Hardware,40.453821; -79.999824,526 E Ohio St,15212
Oakland,40.44114985891296; -79.96156454086304,,15213
Cathedral Lawn,40.44454612975267; -79.9525582585449,,15213
Carnegie Music Hall,40.4429983983279; -79.95150401128318,4400 Forbes Ave,15213
Howe Street,40.4521208131608; -79.92697923462548,,15232
GRW Theatre,40.439409950257286; -80.00079975504421,,15222
Gladstone Field,40.41478517; -79.93898034095764,,0
Brottier Hall Patio,40.43761103041127; -79.9927247666885,700 Forbes Ave,15219
Engineers Society Of Western PA,40.43916; -79.999807,,15222
Howard's Collison Center,40.42365789413335; -79.95150089263684,60 Irvine St,15207
Brookline Presbyterian Church,40.39171638; -80.016471,,0
Rikshaw Pittsburgh,40.445185; -80.015801,,0
Bellevue Beer,40.491016; -80.06114,4489 Ohio River Blvd,15202
The Colors Cafe,40.44742711525376; -80.00768531587656,iaport,15009
Duds 'N Suds,40.45598380595037; -79.93739783572558,5430 Centre Ave,15232
Hallelujah Anyhow Gospel Talk Barbershop,40.45358162250322; -79.99988782781976,; East Ohio Street,15212
The Healing Touch,40.442129702590535; -80.00559568405151,2 Gateway Ctr.,15222
Norwood Inn,40.4756498336792; -80.07523655891418,McCoy Rd,15136
EQT Plaza,40.44231659401599; -80.0006866065169,625 Liberty Ave,15222
Momma Pina's,40.448524; -79.986473,Penn Ave.; 9th St.,15222
bh Architects; P.C.,40.384452; -80.04411,470 Washington Rd,15228
Senator Jay Costa Homestead,40.40848522538566; -79.90812761392338,314 E 8th Ave,15120
s Palmas,40.39476551058012; -80.02150422575993,700 Brookline Blvd,15226
Grace and Peace Presbyterian Church @ 4th,40.461563; -79.935266,5450 Friendship Ave,15232
Bass Wolfson Pediatrics,40.443798345718335; -79.92744680157224,,15217
Schenley Park Tennis Courts,40.43238948091526; -79.94212208951784,,0
Citizens Bank,40.436819559433616; -79.92286749508676,Murray Ave; Darlington Rd,15217
My Pittsburgh Front Steps,40.459993431206506; -79.94073928494758,,15224
Bistro To Go,40.45344950595487; -80.00099545058423,415 E Ohio St #A,15212
Gateway Sub,40.443301; -80.007082,,0
Children's Hospital of Pittsburgh of UPMC Fitness Center,40.46691; -79.953633,Penn Ave,15224
Duquesne University Pittsburgh Technology Conference,40.4407391033976; -79.99231900893427,,15219
Gene Sanes,40.449575132713214; -79.9857708487822,1645 Penn Ave,15222
Crazy Mocha,40.43860031404773; -79.99964209729124,309 Smithfield St,15222
Quantum Theatre,40.429199; -79.986279,10 Bedford Sq,15203
Dormont Street Fair,40.39555756698023; -80.03506926372442,,0
Morningside VFW Post 3945,40.48681732475412; -79.92660431870837,,1
Ninja Entertainment,40.4405784606934; -80.0007705688477,443 Wood St,15222
CoGo's,40.49707629044866; -80.06049648558388,620 Lincoln Ave; at Florence Ave.,15202
sauereisen,40.50029992134539; -79.86629962721891,,15238
Boulevard Lounge Karoake,40.39214623521706; -80.01378958362876,1144 Brookline Blvd,0
Newman Chiropractic Center,40.45359854581579; -79.92109297942342,527 Shady Ave; Kentucky Ave.,15206
Crazy Mocha,40.43902492159875; -80.00583827433749,11 Stanwix St,15222
llegheny County Jail,40.43455961986368; -79.99239000380113,950 2nd Ave,15219
The Warhol: Store,40.44849635044925; -80.0022640971616,117 Sandusky St,15212
Pittsburgh Parking Court,40.43958222986859; -80.00197359690172,240 4th Ave; at Parking Authority Garage,15222
Gluuteny Bakery,40.43530416440778; -79.92278240334302,1923 Murray Ave; Beacon Street,15217
Jack's Bar,40.42880741877645; -79.9865940208962,1121 E Carson St; at S 12th St.,15203
McBubbles Car Wash,40.49297023059866; -80.06318606666278,4589 Ohio River Blvd,15202
Saint Mark Cemetery,40.48166152530136; -80.09110946940689,,0
BP,40.47365866228465; -80.06331266163694,801 Island Ave,15136
River City Brass Band,40.452557; -79.993524,885 Progress St,15212
Supercuts,40.43046743874446; -79.92338347818315,2345 Murray Ave; Forward,15217
Millvale VFW Post 118,40.48550402627109; -79.97291885806537,,15209
ESB Bank,40.4548011637656; -79.99954774603272,807 Middle St,15212
Capa Theater,40.444805833688434; -79.9985554139625,111 9th St,15222
peppi's,40.44693544747212; -79.89442369031462,7619 Penn Ave,15221
Trimont Plaza,40.43830490112305; -80.01985931396484,Grandview Avenue,15122
8th Avenue - West Homestead,40.40628164833325; -79.91262111531559,,15120
St. John Baptist Church,40.454102; -79.912139,Penn Avenue; Fifth Avenue,1
Emerald Gardens Apartments,40.448896680642406; -80.07684063951632,2400 Village Rd,15205
East End Brewing Company,40.45923629450006; -79.91158090818928,147 Julius St.; btw Frankstown and Hamilton,15206
Castle Shannon Plaza,40.3730954920192; -80.03431599324401,,15228
berson Apartments and Towers: Building 4,40.45304767714767; -79.94206728210638,5 Bayard Rd,15213
Buttler at 53rd,40.48202298714978; -79.95354717117895,,0
Crafton Heights,40.44357698487317; -80.05392072576967,,0
Panera Bread,40.4560361; -79.9374367,5430 Centre Ave,15232
greentree library garden,40.418429; -80.047264,,15220
Claybourne Apartments,40.455369; -79.936607,5435 Claybourne St,15232
Club Allegheny,40.4565624148651; -80.00181542320965,,0
Giant Eagle Supermarket,40.43564778913772; -79.92278445746247,1901 Murray Ave; Beacon St.,15217
The waterfront apartments,40.41437827232173; -79.90470170974731,611 E Waterfront Dr,15120
Old Town Buffet,40.411531900436685; -80.00657752973802,860 Saw Mill Run Blvd; Bausman,15220
Walkin The Dog,40.44375605; -79.92531125,wilkins avenue; murray avenue,15217
Crunch - Waterfront,40.4100894; -79.911246,340 E Waterfront Dr,15120
219 Lincoln Avenue,40.49207608540693; -80.04899812855811,219 Laurel Ave; Lincoln & Grant,15202
Saint Rosalia Church,40.42736346397507; -79.94126465761694,411 Greenfield Ave; at Lydia Street,15207
Brunswick Zone Playmor Bowl,40.364305; -79.90853,5840 Buttermilk Hollow Rd,15207
31st Street Bridge,40.463; -79.9758,31st St Bridge; betw E Ohio and Penn,0
US Post Office,40.46558452885255; -80.06460964679718,807 Chartiers Ave; May,15136
PNC Triangle Park,40.44175685043711; -80.00210931049031,iberty Avenue; Fifth Avenue,15202
The Treehouse,40.456295; -79.924973,333 S Highland Ave; Apt 904,15206
Costco Gas,40.40448424068523; -79.92124008202052,,0
Dollar General,40.454903; -80.015305,,15233
Childs Wardrobe,40.432282; -79.923138,2200 Murray Ave,15217
Starbucks,40.440916; -79.957632,3618 Forbes Avenue; at Atwood St,15213
imal Rescue League Shelter & Wildlife Center,40.45741149379607; -79.90965191300225,6620 Hamilton Ave; Fifth Avenue,15206
Mt. Lebanon Recreation Center,40.39593719989613; -80.04546154439686,,15102
Spring Hill,40.46136523851515; -79.99295249954494,,15212
Engine/Truck Company #26 - Pittsburgh Bureau of Fire,40.39487141955415; -80.021602201859,,1
Highland Park Tennis Courts,40.47410062250599; -79.91095370220891,6700 Block; Stanton Ave; Lake Dr,15206
SouthSide Bella,40.42921619820654; -79.98665561646293,1303 E Carson St,15203
